order_id,product_id,price,freight_value,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,product_category_name_english,review_score,review_comment_message,customer_id,order_status,order_delivered_customer_date,order_estimated_delivery_date,payment_sequential,payment_type,payment_installments,payment_value,customer_zip_code_prefix,customer_city,customer_state,sellers_count,products_count,estimated_delivery_time,actual_delivery_time,diff_in_delivery_time,on_time_delivery,avg_product_value,total_order_cost,order_freight_ratio,purchase_dayofweek,purchase_dayofmonth,purchase_weekofmonth,purchase_weekofyear,is_reviewed,customer_id_int,product_id_int
df2d910b8b5e5f461f67043489f9569d,4244733e06e7ecb4970a6e2683c13e61,55.9,35.71,58.0,598.0,4.0,650.0,28.0,9.0,14.0,cool_stuff,1,o carrinho veio com defeito.,2e76c1f2a920153d79cc98b634c50942,delivered,2017-06-26,2017-07-06,3,voucher,1,20.0,53403,paulista,PE,9,1,31,21,10,1,55.9,91.61,0.638819320214669,0,5,0,23,1,8,0
df2d910b8b5e5f461f67043489f9569d,4244733e06e7ecb4970a6e2683c13e61,55.9,35.71,58.0,598.0,4.0,650.0,28.0,9.0,14.0,cool_stuff,1,o carrinho veio com defeito.,2e76c1f2a920153d79cc98b634c50942,delivered,2017-06-26,2017-07-06,1,credit_card,1,51.61,53403,paulista,PE,9,1,31,21,10,1,55.9,91.61,0.638819320214669,0,5,0,23,1,8,0
0188777fe321843a18be24a6e9aa1e53,436c8d57ff8d4aa254318e9bd9b48c83,55.9,9.94,54.0,599.0,6.0,530.0,30.0,9.0,14.0,cool_stuff,5,ÓTIMO,dc573d2a61a467e5e2826c1729691859,delivered,2017-07-28,2017-08-08,1,voucher,1,65.84,25240,duque de caxias,RJ,3,1,14,3,11,1,55.9,65.84,0.1778175313059034,6,23,3,29,1,9,1
d829ae9ca5e0a9749f2574b62eb7ac10,436c8d57ff8d4aa254318e9bd9b48c83,55.9,27.99,54.0,599.0,6.0,530.0,30.0,9.0,14.0,cool_stuff,5,no_review,a64e11fc5ee980cd9a2f1ac08110bc44,delivered,2017-08-07,2017-08-09,1,boleto,1,167.51,45810,porto seguro,BA,3,2,27,25,2,1,27.95,83.89,0.5007155635062611,2,12,1,28,0,10,1
d829ae9ca5e0a9749f2574b62eb7ac10,7f1a77bec0639e473392e91a504272a5,55.9,27.72,57.0,605.0,4.0,575.0,30.0,11.0,17.0,cool_stuff,5,no_review,a64e11fc5ee980cd9a2f1ac08110bc44,delivered,2017-08-07,2017-08-09,1,boleto,1,167.51,45810,porto seguro,BA,10,2,27,25,2,1,27.95,83.62,0.4958855098389982,2,12,1,28,0,10,2
00018f77f2f0320c557190d7a144bdd3,e5f2d52b802189ee658865ca93d83a8f,239.9,19.93,56.0,239.0,2.0,30000.0,50.0,30.0,40.0,pet_shop,4,no_review,f6dd3ec061db4e3987629fe6b26e5cce,delivered,2017-05-12,2017-05-15,1,credit_card,3,259.83,15775,santa fe do sul,SP,1,1,19,16,3,1,239.9,259.83,0.0830762817840767,2,26,3,17,0,11,3
000229ec398224ef6ca0657da4fc703e,c777355d18b72b67abbeef9df44fd0fd,199.0,17.87,59.0,695.0,2.0,3050.0,33.0,13.0,33.0,furniture_decor,5,Chegou antes do prazo previsto e o produto surpreendeu pela qualidade. Muito satisfatório.,6489ae5e4333f3693df5ad4372dab6d3,delivered,2018-01-22,2018-02-05,1,credit_card,5,216.87,35661,para de minas,MG,3,1,22,8,14,1,199.0,216.87,0.0897989949748743,6,14,2,2,1,12,4
45211f00dfa76aed1c20d6910d973222,c777355d18b72b67abbeef9df44fd0fd,199.0,20.08,59.0,695.0,2.0,3050.0,33.0,13.0,33.0,furniture_decor,4,"As cortinas são lindas e de otima qualidade,porém no anuncio não diz que são brancas e os ilhos são de plástico.Norigem mais gostei muito.",903ac1be571f2dc655f9083ffc936ce6,delivered,2017-11-08,2017-11-24,1,credit_card,3,388.17,70340,brasilia,DF,3,2,25,9,16,1,99.5,219.08,0.1009045226130653,0,30,4,44,1,13,4
45211f00dfa76aed1c20d6910d973222,928c2c0fdf465581daac95380af04b3e,149.0,20.09,59.0,729.0,2.0,2300.0,33.0,12.0,33.0,furniture_decor,4,"As cortinas são lindas e de otima qualidade,porém no anuncio não diz que são brancas e os ilhos são de plástico.Norigem mais gostei muito.",903ac1be571f2dc655f9083ffc936ce6,delivered,2017-11-08,2017-11-24,1,credit_card,3,388.17,70340,brasilia,DF,3,2,25,9,16,1,74.5,169.09,0.1348322147651006,0,30,4,44,1,13,5
7a5d50c22fa322a528d125a704c8270c,c777355d18b72b67abbeef9df44fd0fd,199.0,17.87,59.0,695.0,2.0,3050.0,33.0,13.0,33.0,furniture_decor,4,"Amei o produto material muito bom,duti dentro do esperado,recomendo.",cee7f6079c308086d66b155a3ef25e72,delivered,2018-01-11,2018-02-01,1,credit_card,4,216.87,37445,cruzilia,MG,3,1,25,4,21,1,199.0,216.87,0.0897989949748743,5,6,0,1,1,14,4
774906e7da9df9ff1e2a2aa1dda5034b,928c2c0fdf465581daac95380af04b3e,168.0,16.03,59.0,729.0,2.0,2300.0,33.0,12.0,33.0,furniture_decor,5, ,a40e5cc003cc20e1a2c61234844cde00,delivered,2018-04-16,2018-04-24,1,credit_card,10,184.03,36305,sao joao del rei,MG,3,1,19,11,8,1,168.0,184.03,0.0954166666666666,3,5,0,14,1,15,5
b039e8a14e63e05271b0277dff087d82,928c2c0fdf465581daac95380af04b3e,149.0,18.29,59.0,729.0,2.0,2300.0,33.0,12.0,33.0,furniture_decor,4,no_review,7522d0cad9b645e773d640d12cb4a38c,delivered,2017-12-27,2018-01-09,1,credit_card,2,167.29,11740,itanhaem,SP,3,1,33,20,13,1,149.0,167.29,0.1227516778523489,3,7,1,49,0,16,5
00024acbcdf0a6daa1e931b038114c75,7634da152a4610f1595efa32f14722fc,12.99,12.79,42.0,480.0,1.0,200.0,16.0,10.0,15.0,perfumery,4,no_review,d4eb9395c8c0431ee92fce09860c5a06,delivered,2018-08-14,2018-08-20,1,credit_card,2,25.78,12952,atibaia,SP,2,1,12,6,6,1,12.99,25.78,0.9846035411855272,2,8,1,32,0,17,6
bd486e41e0b895151c98b33db1504f8d,7634da152a4610f1595efa32f14722fc,12.99,12.79,42.0,480.0,1.0,200.0,16.0,10.0,15.0,perfumery,4,Amei o produto,35e87ef5e133284e1e2ccbc8f8816d57,delivered,2018-08-27,2018-08-31,1,credit_card,2,25.78,3378,sao paulo,SP,2,1,13,9,4,1,12.99,25.78,0.9846035411855272,4,17,2,33,1,18,6
00042b26cf59d7ce69dfabb4e55b4fd9,ac6c3623068f30de03045865e4e10089,199.9,18.14,59.0,409.0,1.0,3750.0,35.0,40.0,30.0,garden_tools,5,Gostei pois veio no prazo determinado .,58dbd0b2d70206bf40e62cd34e84d795,delivered,2017-03-01,2017-03-17,1,credit_card,3,218.04,13226,varzea paulista,SP,12,1,41,25,16,1,199.9,218.04,0.0907453726863431,5,4,0,5,1,19,7
07e2a9d486a8394f2700230396e8d5f0,ac6c3623068f30de03045865e4e10089,209.9,61.93,59.0,409.0,1.0,3750.0,35.0,40.0,30.0,garden_tools,1,"Continuo aguardando o produto e pelo rastreio está preso em Curitiba. Era p ter sido entregue dia 24 e hj dia 27 continua em outro estado.
O frete da lannister é um dos mais caros e o que mais demor",0d0a49286a8610cff0b0ca481ac5d14b,delivered,2018-04-02,2018-03-23,1,credit_card,1,271.83,65025,sao luis,MA,12,1,34,44,-10,0,209.9,271.83,0.2950452596474511,5,17,2,7,1,20,7
2ceb6637c42b2ccc41b9949f731f995f,ac6c3623068f30de03045865e4e10089,199.9,20.64,59.0,409.0,1.0,3750.0,35.0,40.0,30.0,garden_tools,4,no_review,d5c3c53a147864a64bc701b14879753f,delivered,2017-06-01,2017-06-23,1,credit_card,1,220.54,36010,juiz de fora,MG,12,1,33,11,22,1,199.9,220.54,0.1032516258129064,5,20,2,20,0,21,7
39ecbda0a90495a26efaaef708ba97c8,ac6c3623068f30de03045865e4e10089,199.9,27.72,59.0,409.0,1.0,3750.0,35.0,40.0,30.0,garden_tools,5,"Produto foi entregue antes do prazo, parabéns super recomendo.",a7b7df5662c05961c2610ba95c593154,delivered,2018-01-26,2018-02-22,1,debit_card,1,227.62,6364,carapicuiba,SP,12,1,36,9,27,1,199.9,227.62,0.1386693346673336,2,17,2,3,1,22,7
4b0c84473bd3be3ee00dba465265e79d,ac6c3623068f30de03045865e4e10089,209.9,27.79,59.0,409.0,1.0,3750.0,35.0,40.0,30.0,garden_tools,3,no_review,e9480985d1c0e64ea0754e6aa4e78566,delivered,2018-02-27,2018-03-14,1,credit_card,1,237.69,90010,porto alegre,RS,12,1,28,13,15,1,209.9,237.69,0.1323963792282039,2,14,2,7,0,23,7
560459df3c765b876f92c018e728b978,ac6c3623068f30de03045865e4e10089,199.9,18.65,59.0,409.0,1.0,3750.0,35.0,40.0,30.0,garden_tools,3,no_review,e306c9b9d7ff9cb8ff5da5c98e036fae,delivered,2017-06-06,2017-06-19,1,credit_card,10,218.55,88015,florianopolis,SC,12,1,32,19,13,1,199.9,218.55,0.093296648324162,3,18,2,20,0,24,7
7b8ef69133bb95128e53e14329bdb03a,ac6c3623068f30de03045865e4e10089,199.9,27.72,59.0,409.0,1.0,3750.0,35.0,40.0,30.0,garden_tools,4,"onde posso encontrar o filtro zumax zufer 2222 em mogi das cruzes,,,,, grata",a347b5c92e4dfc932d041067f2f48fce,delivered,2018-01-10,2018-01-26,1,credit_card,4,227.62,8775,mogi das cruzes,SP,12,1,38,22,16,1,199.9,227.62,0.1386693346673336,1,19,2,51,1,25,7
a9f79500e239f331c724ae1fc5543bf5,ac6c3623068f30de03045865e4e10089,209.9,23.9,59.0,409.0,1.0,3750.0,35.0,40.0,30.0,garden_tools,5,no_review,78a6b9486f068ed66115b05fe58b2b57,delivered,2018-03-26,2018-04-13,1,credit_card,5,233.8,9521,sao caetano do sul,SP,12,1,34,16,18,1,209.9,233.8,0.1138637446403049,5,10,1,10,0,26,7
b2e54b3ccbc9c423893aa9dbe19dcd73,ac6c3623068f30de03045865e4e10089,199.9,19.99,59.0,409.0,1.0,3750.0,35.0,40.0,30.0,garden_tools,5,no_review,550fc4a83290572e965f77f8c53913b4,delivered,2017-05-19,2017-06-07,1,credit_card,3,219.89,21830,rio de janeiro,RJ,12,1,34,15,19,1,199.9,219.89,0.0999999999999999,3,4,0,18,0,27,7
beffe64d2172f01e39f8c776eb5862b0,ac6c3623068f30de03045865e4e10089,199.9,30.44,59.0,409.0,1.0,3750.0,35.0,40.0,30.0,garden_tools,5,"Estou satisfeita por essa entrega,mas muito chateada pela segunda entrega q ate o momento nao recebi em minha residencia.
Recebi e-mail de imprevisto nessa entrega.Aguardo resposta.",086a836b41203d3668bb1f312451932c,delivered,2017-09-01,2017-09-25,1,credit_card,2,230.34,25550,sao joao de meriti,RJ,12,1,34,10,24,1,199.9,230.34,0.1522761380690345,1,22,3,34,1,28,7
ed2f80d07bcb176e6097b0a730d3d53d,ac6c3623068f30de03045865e4e10089,199.9,19.99,59.0,409.0,1.0,3750.0,35.0,40.0,30.0,garden_tools,1,Apenas não recebi o produto!!!,672e306aed8cffc8a34f999f6b3cac52,shipped,2017-05-25,2017-05-25,1,boleto,1,219.89,30112,belo horizonte,MG,12,1,28,28,0,0,199.9,219.89,0.0999999999999999,1,25,3,17,1,29,7
ef394b6ac2a7a089f6142d4449472073,ac6c3623068f30de03045865e4e10089,199.9,27.72,59.0,409.0,1.0,3750.0,35.0,40.0,30.0,garden_tools,5,Boa,925063180f27eade14d5e059b9d4fe51,delivered,2017-07-27,2017-08-02,1,credit_card,10,227.62,4851,sao paulo,SP,12,1,29,23,6,1,199.9,227.62,0.1386693346673336,1,4,0,27,1,30,7
00048cc3ae777c65dbb7d2a0634bc1ea,ef92defde845ab8450f9d70c526ef70f,21.9,12.69,36.0,558.0,1.0,450.0,24.0,8.0,15.0,housewares,4,no_review,816cbea969fe5b689b39cfc97a506742,delivered,2017-05-22,2017-06-06,1,boleto,1,34.59,38017,uberaba,MG,5,1,20,5,15,1,21.9,34.589999999999996,0.5794520547945206,0,15,2,20,0,31,8
1326c2f23bda822e4ffdd5764e04311e,ef92defde845ab8450f9d70c526ef70f,21.9,12.69,36.0,558.0,1.0,450.0,24.0,8.0,15.0,housewares,5,no_review,96e67bd62456c6f366ecc6c9f82cf5b8,delivered,2017-06-19,2017-06-29,1,credit_card,1,34.59,15775,santa fe do sul,SP,5,1,21,11,10,1,21.9,34.589999999999996,0.5794520547945206,3,8,1,23,0,32,8
145b20b69dc0b70579d0754a3d26b6af,ef92defde845ab8450f9d70c526ef70f,21.9,16.11,36.0,558.0,1.0,450.0,24.0,8.0,15.0,housewares,1,Quero meu produto ou meu dinheiro de volta,f6894d747d521f8fb8ca78f54d8327fa,delivered,2017-07-10,2017-07-10,1,boleto,1,38.01,89900,sao miguel do oeste,SC,5,1,23,23,0,0,21.9,38.01,0.7356164383561644,3,15,2,24,1,33,8
84335fd0be72b2dd61ba2f73f389d28a,ef92defde845ab8450f9d70c526ef70f,21.9,16.11,36.0,558.0,1.0,450.0,24.0,8.0,15.0,housewares,5,no_review,d21616a7f6c6949c83026ea92b5f8503,delivered,2017-05-29,2017-06-16,1,boleto,1,38.01,95700,bento goncalves,RS,5,1,24,6,18,1,21.9,38.01,0.7356164383561644,6,21,3,20,0,34,8
f8a010ec857efd266611a51aceafa6f8,ef92defde845ab8450f9d70c526ef70f,21.9,16.11,36.0,558.0,1.0,450.0,24.0,8.0,15.0,housewares,5,no_review,acbe4b6adbc9282d11a7dd9e1cb784d6,delivered,2017-09-13,2017-09-19,1,credit_card,3,38.01,70775,brasilia,DF,5,1,21,15,6,1,21.9,38.01,0.7356164383561644,1,29,4,35,0,35,8
00054e8431b9d7675808bcb819fb4a32,8d4f2bb7e93e6710a28f34fa83ee7d28,19.9,11.85,52.0,815.0,1.0,200.0,27.0,5.0,20.0,telephony,4,no_review,32e2e6ab09e778d99bf2e0ecd4898718,delivered,2017-12-18,2018-01-04,1,credit_card,1,31.75,16700,guararapes,SP,3,1,25,8,17,1,19.9,31.75,0.5954773869346733,6,10,1,49,0,36,9
2df5ebb637dfe6f39497c081655a0275,8d4f2bb7e93e6710a28f34fa83ee7d28,19.9,16.79,52.0,815.0,1.0,200.0,27.0,5.0,20.0,telephony,4,Eu só acho que poderia levar menos tempo foram quase 20 dias para os produtos chegarem.,44305c726f079031aa4dec593ec9cd37,delivered,2018-02-23,2018-03-02,1,credit_card,1,36.69,45656,ilheus,BA,3,1,29,22,7,1,19.9,36.69,0.8437185929648241,2,31,4,5,1,37,9
905bd749100612f28936959483361129,8d4f2bb7e93e6710a28f34fa83ee7d28,15.9,15.1,52.0,815.0,1.0,200.0,27.0,5.0,20.0,telephony,5,no_review,95fa98658683be343be03b8135d89ce2,delivered,2017-12-12,2017-12-20,1,boleto,1,31.0,38800,sao gotardo,MG,3,1,22,14,8,1,15.9,31.0,0.949685534591195,6,26,3,47,0,38,9
000576fe39319847cbb9d288c5617fa6,557d850972a7d6f792fd18ae1400d9b6,810.0,70.75,39.0,1310.0,3.0,13805.0,35.0,75.0,45.0,garden_tools,5,no_review,9ed5e522dd9dd85b4af4a077526d8117,delivered,2018-07-09,2018-07-25,1,credit_card,10,880.75,11702,praia grande,SP,1,1,20,4,16,1,810.0,880.75,0.0873456790123456,2,4,0,27,0,39,10
0005a1a1728c9d785b8e2b08b904576c,310ae3c140ff94b03219ad0adc3c778f,145.95,11.65,59.0,493.0,1.0,2000.0,30.0,12.0,16.0,health_beauty,1,"Na descrição do produto quando fui efetuar a compra, estava detalhado os pentes de disfarce.
Quando recebe o produto verifiquei e notei que não havia os pentes 0.5 e 1.5",16150771dfd4776261284213b89c304e,delivered,2018-03-29,2018-03-29,1,credit_card,3,157.6,11075,santos,SP,2,1,9,9,0,0,145.95,157.6,0.079821856800274,0,19,2,12,1,40,11
6c5222e0550b757a63908aa2f0cacf95,310ae3c140ff94b03219ad0adc3c778f,145.95,17.27,59.0,493.0,1.0,2000.0,30.0,12.0,16.0,health_beauty,5,no_review,a0d7296689347a9f6c7a89b03281db68,delivered,2017-11-27,2017-12-12,1,credit_card,8,163.22,93614,estancia velha,RS,2,1,31,16,15,1,145.95,163.22,0.1183281945871874,5,11,1,45,0,41,11
0005f50442cb953dcd1d21e1fb923495,4535b0e1091c278dfd193e5a1d63b39f,53.99,11.4,52.0,1192.0,1.0,850.0,29.0,3.0,21.0,books_technical,4,no_review,351d3cb2cee3c7fd0af6616c82df21d3,delivered,2018-07-04,2018-07-23,1,credit_card,1,65.39,6636,jandira,SP,4,1,21,2,19,1,53.99,65.39,0.2111502130024078,0,2,0,27,0,42,12
40ef667b4259d5f521a0fd1a093d0415,4535b0e1091c278dfd193e5a1d63b39f,53.99,9.13,52.0,1192.0,1.0,850.0,29.0,3.0,21.0,books_technical,4,no_review,bb8bd97c39739129411746c4ca7c754f,delivered,2018-07-13,2018-07-20,1,boleto,1,63.12,7114,guarulhos,SP,4,1,8,1,7,1,53.99,63.120000000000005,0.1691053898870161,2,11,1,28,0,43,12
4cdbb26aa0dc8e7179f33edf59722fa8,4535b0e1091c278dfd193e5a1d63b39f,53.99,9.13,52.0,1192.0,1.0,850.0,29.0,3.0,21.0,books_technical,5,no_review,07de064ec1b736d53124c6275c05fee3,delivered,2018-07-05,2018-07-20,1,debit_card,1,63.12,2712,sao paulo,SP,4,1,15,0,15,1,53.99,63.120000000000005,0.1691053898870161,1,3,0,27,0,44,12
00061f2a7bc09da83e415a52dc8a4af1,d63c1011f49d98b976c352955b1c4bea,59.99,8.88,57.0,614.0,1.0,950.0,35.0,25.0,20.0,health_beauty,5,"A caixa do produto veio com uma pequena avariação, mas de resto veio perfeito...",c6fc061d86fab1e2b2eac259bac71a49,delivered,2018-03-29,2018-04-09,1,credit_card,3,68.87,13419,piracicaba,SP,55,1,16,5,11,1,59.99,68.87,0.1480246707784631,5,24,3,12,1,45,13
0210336762a2618a562576d1266efefe,d63c1011f49d98b976c352955b1c4bea,59.99,16.39,57.0,614.0,1.0,950.0,35.0,25.0,20.0,health_beauty,5,no_review,1c6168ef4f5ddbdedf48f60a4e21128e,delivered,2018-05-01,2018-05-10,1,credit_card,3,76.38,25025,duque de caxias,RJ,55,1,24,15,9,1,59.99,76.38,0.2732122020336723,0,16,2,16,0,46,13
0224d4ce99f4262f9554d248dfad743c,d63c1011f49d98b976c352955b1c4bea,59.99,8.88,57.0,614.0,1.0,950.0,35.0,25.0,20.0,health_beauty,3,no_review,3e3a04eb993fe7c6bab32b40fcc51f7f,delivered,2018-03-21,2018-04-02,1,credit_card,1,68.87,6753,taboao da serra,SP,55,1,16,4,12,1,59.99,68.87,0.1480246707784631,5,17,2,11,0,47,13
09268d8b25dd31ae78b464efd453d069,d63c1011f49d98b976c352955b1c4bea,59.99,3.03,57.0,614.0,1.0,950.0,35.0,25.0,20.0,health_beauty,5,no_review,02bf19efae533d95c21b5e1ccc633a88,delivered,2018-06-14,2018-06-28,1,boleto,1,246.24,4272,sao paulo,SP,55,2,16,2,14,1,29.995,63.02,0.0505084180696782,4,8,1,23,0,48,13
09268d8b25dd31ae78b464efd453d069,29e690f79f608a27a9a02dbf5c3c0c93,159.9,23.32,58.0,801.0,1.0,3200.0,31.0,43.0,21.0,baby,5,no_review,02bf19efae533d95c21b5e1ccc633a88,delivered,2018-06-14,2018-06-28,1,boleto,1,246.24,4272,sao paulo,SP,3,2,16,2,14,1,79.95,183.22,0.1458411507191995,4,8,1,23,0,48,14
0b4ed5311f55b9b8f0f30b35e5b45dbd,d63c1011f49d98b976c352955b1c4bea,59.99,18.0,57.0,614.0,1.0,950.0,35.0,25.0,20.0,health_beauty,5,no_review,3e3196d8c97e8351de8a7a3bc0d06211,delivered,2018-06-08,2018-07-20,1,credit_card,1,77.99,21050,rio de janeiro,RJ,55,1,51,9,42,1,59.99,77.99000000000001,0.3000500083347224,2,30,4,22,0,49,13
0e674de2505ddeb8770eb4e642b0a638,d63c1011f49d98b976c352955b1c4bea,59.99,9.34,57.0,614.0,1.0,950.0,35.0,25.0,20.0,health_beauty,5,Muito bom produto chegou no prazo.recomendo,c80debb8c444b7ab7cb2619b973928f3,delivered,2018-03-08,2018-03-09,1,credit_card,2,69.33,9171,santo andre,SP,55,1,15,14,1,1,59.99,69.33,0.1556926154359059,3,22,3,8,1,50,13
10a59a093f3cdb6180f929e3e5637728,d63c1011f49d98b976c352955b1c4bea,59.99,11.44,57.0,614.0,1.0,950.0,35.0,25.0,20.0,health_beauty,5,no_review,0e441d1c0e13a5d13c44cba925564538,delivered,2018-07-03,2018-07-13,1,credit_card,3,71.43,5366,sao paulo,SP,55,1,14,4,10,1,59.99,71.43,0.1906984497416236,4,29,4,26,0,51,13
113e0c165fdf93f9e1017dae01292548,d63c1011f49d98b976c352955b1c4bea,59.99,8.88,57.0,614.0,1.0,950.0,35.0,25.0,20.0,health_beauty,5,no_review,8ed69cbab6a80fa4eb8ccb13bee2e667,delivered,2018-04-03,2018-04-13,1,credit_card,3,68.87,5087,sao paulo,SP,55,1,12,2,10,1,59.99,68.87,0.1480246707784631,6,1,0,13,0,52,13
12701d216c208b08132694d01af602a7,d63c1011f49d98b976c352955b1c4bea,59.99,8.88,57.0,614.0,1.0,950.0,35.0,25.0,20.0,health_beauty,5,no_review,39351277fa612e0c7ac8077f7ac038d3,delivered,2018-04-11,2018-04-25,1,credit_card,2,68.87,9371,maua,SP,55,1,17,3,14,1,59.99,68.87,0.1480246707784631,5,7,1,14,0,53,13
1643b03ca11567c439096a981a2dc14c,d63c1011f49d98b976c352955b1c4bea,59.99,8.88,57.0,614.0,1.0,950.0,35.0,25.0,20.0,health_beauty,5,no_review,1576435038c52a6ec02a0a6e23670ced,delivered,2018-04-11,2018-04-24,1,credit_card,1,68.87,6753,taboao da serra,SP,55,1,18,5,13,1,59.99,68.87,0.1480246707784631,4,6,0,14,0,54,13
1c485e0055f428b859596cd4fc454aca,d63c1011f49d98b976c352955b1c4bea,59.99,26.96,57.0,614.0,1.0,950.0,35.0,25.0,20.0,health_beauty,1,no_review,87ed80c76e0cb513456b7429a879e44a,delivered,2018-02-28,2018-03-14,1,credit_card,3,86.95,56280,araripina,PE,55,1,38,24,14,1,59.99,86.95,0.4494082347057843,6,4,0,5,0,55,13
209addb62d4e3c8c3e8b364d841b4d58,d63c1011f49d98b976c352955b1c4bea,59.99,8.88,57.0,614.0,1.0,950.0,35.0,25.0,20.0,health_beauty,5,"Entrega super rápida, antes do prazo",db0f7940d5297fdb2a1c53161dbeace2,delivered,2018-04-11,2018-04-25,1,credit_card,1,68.87,9080,santo andre,SP,55,1,17,3,14,1,59.99,68.87,0.1480246707784631,6,8,1,14,1,56,13
